Codigo;Nome;Sigla;CodigoPai
62737;Seção de Contabilidade;N/D;61671
102188;Programa de Atendimento Integral ao Adolescente e Dependente;N/D;43604
62739;Coordenação da Graduação em Terapia Ocupacional;N/D;62733
62740;Departamento de Ciências Fundamentais e Sociais ;N/D;12165
62741;Unidade Local em Ji-Paraná;1UL-22UNIT-DNIT;69290
62742;Coordenação de Atenção Complementar;CSR-HC-UFPE;13093
62743;Unidade de Planejamento e Controle de Materiais;N/D;62369
62744;Coordenação do Curso de Letras;N/D;12158
62745;Departamento de Fitotecnia;N/D;12165
62746;Departamento de Zootecnia;N/D;12165
62747;Departamento de Ciências Básicas;N/D;12168
62748;Coordenação Setorial do Controle Acadêmico;N/D;26855
62749;Serviços Gerais;SG-CCSA-UFPE;13068
62750;Hospital de Guarnição de  Uruguaiana;H Gu U;80871
62751;Coordenação de Interiorização;CI-GR-UFPE;21368
98626;Biblioteca Setorial;N/D;13060
62753;Coordenação de Pós-Graduação em Ciências Biológicas;N/D;13062
62754;Serviço de Compras;N/D;22171
62755;Coordenação de Graduação do Curso de Ciências Contábeis;CGCCC-UFPE;22140
62756;Coordenação de Pós-Graduação em Oceanografia;CPGOcea-CTG;22161
62757;Unidade Local em Rio Branco;2RR-22UNIT-DNIT;69290
62758;Coordenação-Geral de Extensão;CGE-PROEXT-UFPE;62162
62759;Coordenação de Pós-Graduação em Neuro-psiquiatria;CPGN-CSS;22146
62760;Coordenação do Programa de Pós-Graduação em Engenharia Biomédica;N/D;12156
99656;Serviço de Gestão Ambiental e Territorial;SEGAT;107647
62762;Serviço de Nutrição e Dietético;SND/UFSE;99857
98627;Coordenação da Área IV;N/D;13060
62764;Unidade Local em São Miguel do Guamá ;1RR-2UNIT;69283
62765;Unidade Local  em Capanema;2RR-2UNIT;69283
62766;Unidade Local em Itaituba;5RR-2UNIT;69283
88558;Serviço;N/D;1365
62768;Coordenação de Pós-Graduação em Engenheria Civil;CPGEC-CTG;22156
62769;Coordenação do Curso de Graduação em Geografia;N/D;22104
62770;Serviços Gerais;SG-CFCH-UFPE;13065
62771;Coordenação de Pós-Graduação em Medicina Tropical;CPGMTropical-CCS;22145
62772;Coordenação de Pós-Graduação em Fisiologia;CPGFil-CCB;22089
62773;Serviços Gerais;SGER-CCB;13062
62775;Coordenação de Pós-Graduação em Bioquímica;CPGB-UFPE;22088
106403;Unidade de Informações Gerenciais;UIG;1188
116453;Coordenação do Curso do Programa de Pós-Graduação em Planejamento em Governança Pública;PPGPGP;16075
62778;Serviço de Manutenção do Campus I;SMCP;15690
62780;Seção de Avaliação e Instrução de Processos;SAIP-UFSC;26082
62781;Seção de Registro Escolar Leopoldina;SRE-CEFET-MG;32200
62782;Seção de Controle e Avaliação de Perícias e Licitações;SCAPL-UFSC;26082
62783;Serviço de Expediente;SEX-CCA;59904
62784;Seção de Apoio Didático;SAD-CEFET-MG;15733
84082;Coordenação do Laboratório de Eletrotécnica;CLE-CEFET-MG;15735
62786;Serviço de Acompanhamento e Análise da Receita;SEAAR;20442
62787;Seção de Normas e Legislação;SNL-DTI-UFPE;62662
62789;Coordenação-Geral de Pesquisa;PPPG-UFPI;62788
62790;Unidade Local em Barão de Grajaú;1UL-15/UNIT;69297
72921;Serviço de Documentação e Controle;N/D;97939
62792;Unidade Local em Morrinhos;2UL-12UNIT-GO;69294
62793;Unidade Local em Jataí;3UL-12UNIT-GO;69294
90276;Unidade de Atendimento ao Cliente - Campo Maior;N/D;90273
117978;Decanato de Gestão de Pessoas;DGP;6337
117979;Decanato de Planejamento e Orçamento;DPO;6337
78022;Seção de Apoio Operacional ;SAO/CGRH;2120
125028;Coordenadoria de Estágios;N/D;113490
120454;Gabinete;GAB-SAM;78055
107054;Coordenação-Geral de Acompanhamento da Rede Sociassistencial do SUAS;CGARSSUAS;107053
120500;Secretaria Administrativa do IF;SECIF;14652
62807;Departamento de Administração;DADM;28913
97626;Departamento de Registro e Controle Acadêmico;DERCA;28900
78315;Serviço de Administração Predial;SEAPE;78314
62814;Coordenação de Gestão de Pessoas;CGP;36295
78316;Serviço de Transportes;SETRA;78314
78318;Serviço de Telecomunicações;SETEL;78317
97628;Divisão de Registro e Controle Acadêmico;DRA;97627
62825;Seção de Circulação;N/D;102203
62826;Departamento de Administração;DA-UFPB;12157
62827;Coordenação do Curso de Administração;CCA-UFPB;61830
62828;Departamento de Desenho Industrial;N/D;71043
62829;Coordenação do Curso de Pós-Graduação em Matemática;N/D;12090
97629;Núcleo Insikiran;INSIKIRAN;1605
62831;Coordenação da Àrea de Linguagem;CALG-CEFET-BA;11488
72938;Divisão de Planejamento;DiPlan/UFSCAR;22228
93601;Embaixada do Brasil em Podgorica;EMB-BELGR-MONTEN;842
73031;Divisão de Promoção de Saúde Bucal;DSB-UFRGS;36552
62835;Setor Técnico de Ensino e Avaliação;STEA-CP II;34672
73032;Ambulatório Campus do Vale ;ACV-UFRGS;36552
73034;Coordenação Pós-Graduação em Política Social;CPGPS-UnB;24330
119487;Coordenação-Geral de Desenvolvimento Sustentável do Audiovisual;N/D;102486
119510;Divisão;N/D;119507
73056;Unidade Especial de Administração ;USA-UFPel;26998
62845;Distrito de Caetité;DICAE;5130
62846;Divisão de Gestão Orçamentária;DIGOR;47553
62885;Superintendência-Executiva;SUEXE;54793
62886;Gerência de Atos Normativos e de Outorgas;GEATO;62883
62887;Gerência de Defesa do Usuário e da Concorrência;GEDUC;62883
121762;Centro de Defesa Cibernética;N/D;84156
62889;Gerência de Fiscalização e Controle Operacional de Rodovias;GEFOR;62884
62890;Gerência de Regulação e Outorga da Exploração de Rodovias;GEROR;62884
62891;Gerência de Regulação do Transporte Rodoviário e Multimodal de Cargas;GERET;71698
62894;Gerência de Gestão de Pessoas;GEPES;63446
102021;Divisão;N/D;102020
62897;Gerência de Regulação e Outorga de Transporte de Passageiros;GEROT;62821
62898;Gerência de Transporte Fretado de Passageiros e de Acompanhamento Econômico;GEFAE;62821
76565;Delegacia de Repressão a Crimes Contra o Patrimônio;DELEPAT-SE;76564
79903;Seção de Administração;SA;41930
62924;Assessoria Comunicação Social;ASCOM;62117
102023;Divisão;N/D;102022
62926;Assessoria de Relações Institucionais e Parlamentar;ASPAR;62117
62928;Gabinete;GAB-TSE;62927
62929;Assessoria Especial da Presidência;AEP-TSE;62927
62930;Assessoria de Comunicação Social;ASCOM-TSE;62927
62931;Assessoria da Articulação Parlamentar;ASAP-TSE;62927
62932;Assessoria de Assuntos Internacionais;AAI-TSE;62927
62934;Secretaria da Corregedoria-Geral Eleitoral;SCGE-TSE;62933
62936;Plenário, Corte Especial Administrativa e Conselho de Administração;CA-1ºRegião;62851
62937;Presidência;PRES-1ºRF;62851
62938;Vice-Presidência;VP-1ªRF;62851
62939;Corregedoria-Geral;CG-1ªRF;62851
62941;Centro de Modernização Administrativa;CMA-1ªRF;62940
62943;Subsecretaria da Corte Especial e Das Seções;SUCES-1ªRF;62942
62944;Subsecretaria da Primeira Turma;SPT-1ªRF;62942
62945;Secretaria de Jurisprudência, Regimento e Divulgação Institucional;SJRDI-1ªRF;62940
62946;Secretaria de Planejamento e Administração Orçamentária;SPAO-1ªRF;62940
62947;Secretaria de Recursos Humanos;SRH-1ªRF;62940
62948;Secretaria de Administração;SA-1ªRF;62940
62949;Secretaria de Informática;SI-1ªRF;62940
62950;Secretaria de Controle Interno;SCI-1ªRF;62940
62951;Secretaria de Programas e Benefícios Sociais;SPBS-1ªRF;62940
62952;Indice de Pesquisa;IP-1ªRF;62851
62955;Presidência;PRESI-STF;62842
118436;Coordenação-Geral de Relações Institucionais;N/D;8837
76566;Delegacia de Repressão ao Tráfico Ilícito de Armas;DELEARM-SE;76564
62960;Comissão Permanente de Licitação;CPL-CJF;62959
62962;Centro de Estudos Judiciários;CEJ-CJF;62961
62963;Subsecretaria da Segunda Turma;SST-1ªRF;62942
62964;Subsecretaria da Terceira Turma;STT-1ªRF;62942
62965;Subsecretaria da Quarta Turma;SQT-1ªRF;62942
62966;Subsecretaria da Quinta Turma;SQUIT-1ªRF;62942
62967;Subsecretaria da Sexta Turma;SSexT-1ªRF;62942
62968;Turma Especial de Férias;TEF-1ªRF;62942
62969;Central Executiva de Apoio Processual;CEAP-1ªRF;62942
62970;Subsecretaria de Execução Judicial;SEJ-1ªRF;62942
62971;Subsecretaria de Recursos;SR-1ªRF;62942
62972;Subsecretaria de Registros e Informações Processuais;SRIP-1ªRF;62942
62973;Subsecretaria de Taquigrafia;ST-1ªRF;62942
62979;Seção Judiciária do Distrito Federal;SJDF-1ªRF;62974
62982;Seção Judiciária do Mato Grosso;SJMT-1ªRF;62974
62983;Seção Judiciária em Minas Gerais;SJMG-1ªRF;62974
62984;Seção Judiciária no Pará;SJPA-1ªRF;62974
62985;Seção Judiciária no Piauí;SJPI-1ªRF;62974
62986;Seção Judiciária em Rondônia;SJRO-1ªRF;62974
62987;Seção Judiciária em Roraima;SJRR-1ªRF;62974
62988;Seção Judiciária de Tocantins;SJTO-1ªRF;62974
62998;Conselho de Administração;CA-2ªRF;62997
63000;Assessoria de Recursos;AR-2ªRF;62999
63001;Corregedoria-Geral da Justiça Federal;CGJF-2ªRF;62852
63002;Coordenadoria dos Juizados Especiais Federais;CJEF-2ªRF;62852
63003;Subsecretaria do Tribunal Pleno;STP-2ªRF;62852
63005;Primeira Seção;PS-2ªRF;63004
63006;Segunda Seção;SS-2ªRF;63004
63007;Secretaria Geral;SG-2ªRF;62852
63009;Divisão de Distribuição, Registro e Autuação;DDRA-2ªRF;63008
63010;Divisão de Precatórios;DP-2ªRF;63008
63012;Divisão de Processamento;DPro-2ªRF;63011
63013;Divisão de Procedimentos Diversos;DPD-2ªRF;63011
63014;Divisão de Coordenação e Julgamentos;DCJ-2ªRF;63011
63021;Gabinete;GAB;62935
63022;Assessoria Técnica;ASTEC;62935
63023;Assessoria de Segurança;ASEG;62935
63024;Assessoria Jurídica;AJ;62935
63025;Secretaria das Sessões;SS;62935
63027;Gabinete;GAB;63026
63029;Seção de Orientação e Acompanhamento de Gestão;SOAG;63028
63031;Seção de Auditoria;SA;63030
63032;Seção de Análise de Admissões, Aposentadoria e Pensões;SAAAP;63030
63033;Seção de Análise Contábil;SAC;63030
63035;Gabinete;GAB;63034
63037;Seção de Registro e Autuação;SRA;63036
63038;Seção de Registro de Partidos;SRP;63036
63039;Seção de Revisão e Distribuição;SRD;63036
63041;Seção de Procedimentos Diversos;SPD;63040
63043;Seção de Notas Taquigráficas;SNT;63042
63044;Seção de Acórdãos e Resoluções;SAR;63042
63045;Seção de Acompanhamento e Registro de Julgamento;SARJ;63042
63047;Gabinete;GAB;63046
63049;Seção de Programação Financeira;SPFIN;63048
63050;Seção de Análise da Execução Orçamentária;SAEO;63048
63051;Seção de Planejamento Orçamentário e Financeiro;SPOF;63048
63053;Seção de Programação Financeira;SPFIN;63052
63054;Seção de Análise da Execução Financeira;SAEF;63052
63057;Comissão Permanente de Licitação;CPL;63056
63058;Assessoria de Arquitetura e Engenharia;AAE;63055
63060;Seção de Compras;SC;63059
63061;Seção de Administração de Material;SAM;63059
63062;Seção de Contratos;SC;63059
63064;Seção de Execução Orçamentária e Financeira;SEOF;63063
63065;Seção de Análise Técnica;SAT;63063
63067;Seção de Serviços Gerais;SSG;63066
63068;Seção de Manutenção e Instalações;SMI;63066
63069;Seção de Transporte;ST;63066
63072;Coordenadoria da Área de Tecnologia Automotiva;CATAM-CEFET-PE;36645
63073;Coordenadoria de Compras;CC-CEFET-PE;36674
63074;Coordenadoria de Almoxarifado;CAL-CEFET-PE;36674
88464;Comissão Técnica Nacional de Diversidade para Assuntos Relacionados à Educação dos Afro-brasileiros;CADARA-SEEA;75510
91472;Coordenação de Patrimônio;CP;91469
95533;Divisão de Telecomunicação;DIVTEL;95526
76572;Setor Técnico-Científico;SETEC-PE;1219
63079;Departamento Acadêmico de Engenharia Civil;CCEP/ETFMT;15738
63080;Coordenação de Infraestrutura da Área de Indústria;CIEAI-CEFET-CA;36308
106368;Coordenação de Planejamento e Ação Fiscal;CPAF;95571
63082;Coordenação do Curso de Técnico de Eletromecânica;CCE/CEFET-MG;15735
76573;Delegacia de Repressão a Crimes Contra o Meio-Ambiente e Patrimônio Histórico;DELEMAPH-GO;22634
86400;Coordenação do Curso de Graduação em Gestão de Cooperativas;CCGGC-FUFV;34731
63087;Serviço de Licitação;SL-FUFV;36426
95552;Coordenação;COORD;46694
95601;Conselho de Curadores;CC;475
95606;Unidade Local em Montes Claros;1UL-SRF;69287
95608;Sub-Unidade Local em Patos de Minas;1UL-SRF;69287
95609;Sub-Unidade Local em Uberaba;1UL-SRF;69287
95610;Unidade Local em Santa Maria;7UL-10UNIT;69292
88483;Coordenação;COOR;74877
88501;Gerência de Operações Contábeis e Financeiras;N/D;43378
88502;Gerência de Recursos Materiais e Patrimoniais;N/D;43378
88503;Gerência de Recursos Humanos;GRH;43378
88504;Gerência de Infraestrutura e Manutenção;N/D;43378
88506;Assessoria Técnica;ATEC-CESPE;88505
88507;Secretaria Administrativa;SA-CESPE;88505
88508;Ouvidoria;OUVID-CESPE;88505
88509;Conselho Técnico-Consultivo;CTC;24730
88511;Comitê de Ética e Disciplina;CED-CESPE;88510
88512;Comitê Executor;CE-CESPE;88510
63108;Divisão de Processamento;DP-2ªT;63015
63109;Divisão de Procedimentos Diversos;DPD-2ªT;63015
63110;Divisão de Coordenação e Julgamentos;DCJ-2ªT;63015
63111;Divisão de Processamento;DP-3ªT;63016
63112;Divisão de Procedimentos Diversos;DPD-3ªT;63016
63113;Divisão de Coordenação e Julgamentos;DCJ-3ªT;63016
63114;Divisão de Processamento;DP-4ªT;63017
63115;Divisão de Procedimentos Diversos;DPD-4ªT;63017
63116;Divisão de Coordenação e Julgamentos;DCJ-4ªT;63017
63117;Divisão de Processamento;DP-5ªT;63018
63118;Divisão de Procedimentos Diversos;DPD-5ªT;63018
63119;Divisão de Coordenação e Julgamentos;DCJ-5ªT;63018
63120;Divisão de Processamento;DP-6ªT;63019
63121;Divisão de Procedimentos Diversos;DPD-6ªT;63019
63122;Divisão de Coordenação e Julgamentos;DCJ-6ªT;63019
63126;Subsecretaria de Controle Interno;SCI-DF;63125
63128;Assessoria Técnica;AT-SG;63127
63129;Assessoria Judiciária;AJ-SG;63127
63130;Subsecretaria de Planejamento Orçamento e Finanças;SPOF-SG;63127
63131;Subsecretaria de Recursos Humanos;SRH-SG;63127
63132;Subsecretaria de Serviços Gerais;SSG-SG;63127
63133;Subsecretaria de Material e Patrimonio;SMP-SG;63127
63134;Subsecretaria de O&M e Informática;SO&MINF-SG;63127
63135;Subsecretaria de Cálculo e Depósito Judicial;SCDJ-SG;63127
63136;Subsecretaria de Documentação e Divulgação;SDD-SG;63127
63137;Subsecretaria de Mandados Autuação Distribuição e Expedição de Certidões;SMADEC-SG;63127
63138;Seção Judiciária no Espírito Santo;SJES-2ªRF;63123
63140;Secretaria Administrativa;SA-AC;63139
63141;Primeira Vara Federal;1ªVF-AC;62975
63142;Segunda Vara Federal;2ªVF-AC;62975
63143;Terceira Vara Federal;3ªVF-AC;62975
63145;Secretaria Administrativa;SA-AP;63144
63146;Primeira Vara Federal;1ªVF-AP;62976
63147;Segunda Vara Federal;2ªVF-AP;62976
63149;Secretaria Administrativa;SA-AM;63148
63150;Primeira Vara Federal;1ªVF-AM;62977
63151;Segunda Vara Federal;2ªVF-AM;62977
63152;Terceira Vara Federal;3ªVF-AM;62977
63153;Quarta Vara Federal;4ªVF-AM;62977
63154;Quinta Vara Federal;5ªVF-AM;62977
63155;Diretoria do Foro;DF-BA;62978
63156;Primeira Vara Federal;1ªVF-BA;62978
63157;Segunda Vara Federal;2ªVF-BA;62978
63158;Terceira Vara Federal;3ªVF-BA;62978
63159;Quarta Vara Federal;4ªVF-BA;62978
63160;Quinta Vara Federal;5ªVF-BA;62978
63161;Sexta Vara Federal;6ªVF-BA;62978
63162;Sétima Vara Federal;7ªVF-BA;62978
63163;Oitava Vara Federal;8ªVF-BA;62978
63164;Nona Vara Federal;9ªVF-BA;62978
63165;Décima Vara Federal;10ªVF-BA;62978
63166;Décima-Primeira Vara Federal;11ªVF-BA;62978
63167;Décima-Segunda Vara Federal;12ªVF-BA;62978
63168;Décima-Terceira Vara Federal;13ªVF-BA;62978
63169;Décima-Quarta Vara Federal;14ªVF-BA;62978
63170;Décima-Quinta Vara Federal;15ªV-BA;62978
63171;Décima-Sexta Vara Federal;16ªVF-BA;62978
63172;Décima-Sétima Vara Federal;17ªVF-BA;62978
63173;Décima-Oitava Vara Federal;18ªVF-BA;62978
63174;Décima-Nona Vara Federal;19ªVF-BA;62978
63175;Vigésima Vara Federal;20ªVF-BA;62978
63176;Subseção Judiciária de Ilhéus;SBJIlhéus;62978
63178;Secretaria Administrativa;SA-GO;63177
63179;Nona Vara Federal;9ªVF-GO;62980
63180;Primeira Vara Federal;1ªVF-GO;62980
63181;Segunda Vara Federal;2ªVF-GO;62980
63182;Terceira Vara Federal;3ªVF-GO;62980
63183;Quarta Vara Federal;4ªVF-GO;62980
63184;Quinta Vara Federal;5ªVF-GO;62980
63185;Sexta Vara Federal;6ªVF-GO;62980
63186;Sétima Vara Federal;7ªVF-GO;62980
63187;Oitava Vara Federal;8ªVF-GO;62980
63188;Décima Vara Federal;10ªVF-GO;62980
63189;Décima-Primeira Vara Federal;11ªVF-GO;62980
63190;Décima-Segunda Vara Federal;12ªVF-GO;62980
63192;Secretaria Administrativa;SA-MA;63191
63193;Primeira Vara Federal;1ªVF-Ma;62981
63194;segunda Vara Federal;2ªVF-MA;62981
63195;Terceira Vara Federal;3ªVF-MA;62981
63196;Quarta Vara Federal;4ªVF-MA;62981
63197;Quinta Vara Federal;5ªVF-MA;62981
63198;Sexta Vara Federal;6ªVF-MA;62981
63199;Subseção Judiciária de Imperatriz;SBJImperatriz;62981
63200;Gabinete;GAB;63020
63202;Seção de Legislação e Normas;SLN;63201
63203;Seção de Inativos e Pensionistas;SIP;63201
63204;Seção de Direitos e Deveres;SDD;63201
63205;Seção de Informações de Processos Administrativos;SIPA;63201
63206;Coordenadoria de Desenvolvimento de Recursos Humanos;CDRH;63020
63209;Seção de Execução;SE;63208
63210;Seção de Benefícios;SB;63207
63211;Seção de Cadastro;SC;63207
63213;Seção de Atendimento Ambulatorial;SAA;63212
63214;Seção de Apoio Administrativo;SAADM;63212
63215;Gabinete;GAB;63070
63217;Seção de Análise de Jurisprudência;SAJ;63216
63218;Seção de Pesquisa e Consolidação;SPCON;63216
63220;Seção de Análise de Doutrina e Legislação;SADL;63219
63221;Seção de Planejamento e Atendimento;SPA;63219
63222;Seção de Publicações Técnico-Eleitorais;SPTE;63219
63224;Seção de Protocolo-Geral;SPG;63223
63225;Seção de Expedição;SE;63223
63226;Seção de Arquivo;SA;63223
63227;Gabinete;GAB;63071
63228;Assessoria de Planejamento de Informática;API;63071
63230;Seção de Alistamento Eleitoral;SAE;63229
63231;Seção de Processamento de Eleições;SPE;63229
63232;Setor de Informações Eleitorais e Estatística;SIEE;63229
63236;Seção de Análise e Desenvolvimento;SAD;63233
63237;Setor de Normas Técnicas e Documentação;SNTD;63233
63238;Setor de Apoio ao Usuário;SAU;63233
63239;Seção de Suporte Operacional;SSO;63234
63240;Seção de Administração de Banco de Dados;SABD;63234
63241;Seção de Produção;SPRO;63234
63242;Setor de Atendimento e Apoio;SAA;63234
63248;Seção de Publicação;SEPUB-4ªR;63247
63250;Divisão Executiva do Assessoramento Central;DIEXA;63249
63251;Assessoria Administrativa e de Apoio Especializado;AAAE;63249
63254;Seção de Projetos de Comunicação Gráfica e Eletrônica;PCOEL;63253
63256;Seção de Apoio Jurídico;SAJUR;63255
63258;Seção de Apoio Judiciário;SAJUD;63257
63260;Seção de Orientação e Apoio Técnico;SOAT-4ªR;63259
63262;Seção de Controle de Licitações e Contratos;COLIC;63261
63263;Seção de Controle de Despesas Diversas;SCDDI;63261
63265;Seção de Controle da Área de Recursos Humanos;SCARH;63264
63266;Seção de Análise Contábil;SEANC-4ªR;63264
63267;Seção de Planejamento e Execução de Auditoria;SPEAU-4ªR;63264
63268;Secretaria de Cerimonial e Protocolo;SCP-4ªR;63249
63271;Seção de Normatização e Padronização;SENOP;63270
63272;Seção do Escritório da Qualidade;SEQUA;63270
63273;Assessoria Jurídico-Administrativa;AJAD;63245
63275;Gabinete da Vice-Presidência;GVP-4ªR;63274
63279;Seção de Apoio às Comissões Permanentes;SACOP-4ªR;63278
63281;Gabinete da Corregedoria-Geral;GCgG-4ªR;63280
63282;Assessoria da Corregedoria-Geral;ACgG-4ªR;63280
63285;Seção de Registro e Apoio;SERAP-4ªR;63284
63287;Seção de Processamento e Registro de Súmulas;SPRS;63286
63290;Seção de Apoio para Deslocamentos;SAD-4ªR;63289
63294;Seção de Apoio à Pesquisa;SAP-4ªR;63293
63296;Seção de Cadastro de Magistrados;SCM-4ªR;63295
63297;Seção de Instrução de Pessoal;SIP-4ªR;63295
63298;Secretaria do Conselho de Administração;SCA-4ªR;63291
63300;Seção de Atendimento ao Usuário;SAAU-4ªR;63299
63302;Seção de Doutrina;SD-4ªR;63301
63303;Seção de Legislação;SL-4ªR;63301
63305;Diretoria Judiciária;DJ-4ªR;63288
63306;Diretoria de Recursos Humanos;DRH-4ªR;63288
63307;Diretoria Administrativa;DA-4ªR;63288
63308;Diretoria de Informática;DI-4ªR;63288
63309;Diretoria Financeira;DF-4ªR;63288
63310;Presidência;PRES-3ªRF;62853
63313;Divisão de Contadoria Judicial;DCJ-3ªRF;63312
63314;Divisão de Precatórios;DPRECA-3ªRF;63312
63315;Subsecretaria dos Conselhos de Administração e Justiça;SCAJ-3ªRF;62853
63319;Seção de Processamento de Agravo de Instrumento;SPAI-DAI;63318
63320;Seção de Procedimentos Diversos;SPD-DAI;63318
63322;Seção de Processamento de Recursos Extraordinários e Especiais;SPREE-DR;63321
63323;Seção de Procedimentos Diversos;SPD-DR;63321
63324;Corregedoria Geral;CG-3ªRF;62853
63325;Gabinete da Revista;GR-3ªRF;62853
63326;Gabinete da Comissão de Concurso;GCC-3ªRF;62853
63328;Assessoria Técnica;AT-DG;63327
63329;Assessoria de O&M;AO&M-DG;63327
63331;Subsecretaria de Registro e Informações Processuais;SRIP-SJ;63330
63333;Divisão de Processamento;DP-SOEP;63332
63334;Divisão de Coordenação de Julgamentos;DCJ-SOEP;63332
63335;Seção de Estatística;SE-SJ;63330
63337;Divisão de Processamento;DP-SPS;63336
63338;Divisão de Procedimentos Diversos;DPD-SPS;63336
63339;Divisão de Coordenação de Julgamentos;DCJ-SPS;63336
63341;Divisão de Processamento;DP-SSS;63340
63342;Divisão de Procedimentos Diversos;DPD-SSS;63340
63343;Divisão de Coordenação de Julgamentos;DCJ-SSS;63340
63345;Divisão de Processamento;DP-SPT;63344
63346;Divisão de Procedimentos Diversos;DPD-SPT;63344
63347;Divisão de Coordenação de Julgamentos;DCJ-SPT;63344
63349;Divisão de Processamento;DP-SST;63348
63350;Divisão de Procedimentos Diversos;DPD-SST;63348
63351;Divisão de Coordenação de Julgamentos;DCJ-SST;63348
63353;Divisão de Processamento;DP-STT;63352
63354;Divisão de Procedimentos Diversos;DPD-STT;63352
63355;Divisão de Coordenação de Julgamentos;DCJ-STT;63352
63357;Divisão de Processamento;DP-SQT;63356
63358;Divisão de Procedimentos Diversos;DPD-SQT;63356
63359;Divisão de Coordenação de Julgamentos;DCJ-SQT;63356
63361;Divisão de Processamento;DP-SQuinT;63360
63362;Divisão de Procedimentos Diversos;DPD-SQuinT;63360
63363;Divisão de Coordenação de Julgamentos;DCJ-SQuint;63360
63365;Divisão de Processamento;DP-SST;63364
63366;Divisão de Procedimentos Diversos;DPD-SSexT;63364
63367;Divisão de Coordenação de Julgamentos;DCJ-SSexT;63364
63368;Secretaria da Administração;SA-3ªRF;62853
63370;Gabinete;GAB;63369
63372;Gabinete;GAB;63371
63374;Gabinete;GAB;63373
63375;Seção de Controle, Alistamento e Correspondência;SCAC;63373
63376;Seção;N/D;63373
63378;Gabinete;GAB;63377
63379;Assessoria Jurídica;AJ;63377
63380;Setor de Licitação;SL;63377
63382;Gabinete;GAB;63381
63383;Seção de Orientação, Acompanhamento e Avaliação;SOAA;63381
63384;Seção de Auditoria;SA;63381
63386;Gabinete;GAB;63385
63388;Seção de Controle de Autuação Processual;SCAP;63387
63389;Seção de Controle e Registros Partidários;SCRP;63387
63391;Seção de Jurisprudência;SJ;63390
63392;Seção de Biblioteca e Documentação;SBD;63390
63394;Seção de Notas Taquigráficas;SNT;63393
63395;Seção de Redação e Revisão;SRR;63393
63397;Gabinete;GAB;63396
63399;Seção de Programação Orçamentária;SPO;63398
63400;Seção de Acompanhamento da Execução Orçamentária;SAEO;63398
63402;Seção de Programação Financeira;SPF;63401
63403;Seção de Execução Financeira;SEF;63401
63404;Seção de Contabilidade;SC;63401
63406;Gabinete;GAB;63405
63408;Seção de Controle Patrimonial;SCP;63407
63409;Seção de Compras;SC;63407
63410;Seção de Almoxarifado;SA;63407
63412;Seção de Protocolo Geral;SPG;63411
63413;Seção de Expedição;SE;63411
63414;Seção de Arquivo;SA;63411
63416;Seção de Transportes;ST;63415
63417;Seção de Administração de Edifícios;SAE;63415
63419;Gabinete;GAB;63418
63421;Seção de Inativos e Pensionistas;SIP;63420
63422;Seção de Legislação e Normas;SLN;63420
63423;Seção de Controle de Juízos Eleitorais;SCJE;63420
63424;Seção de Registros Funcionais;SRF;63420
63425;Seção de Direitos e Deveres;SDDEN;63420
63427;Seção de Processamento;SPRO;63426
63428;Seção de Preparação;SPRE;63426
63429;Seção de Análise e Conferência;SAC;63426
63431;Seção de Planejamento;SPLAN;63430
63432;Seção de Acompanhamento e Avaliação;SAA;63430
63434;Gabinete;GAB;63433
63436;Seção de Sistemas Administrativos;SSA;63435
63438;Setor de Entrada de Dados;SED;63437
63440;Seção de Planejamento e Coordenação Eleitoral;SPCE;63439
63441;Seção de Informações Eleitorais;SIE;63439
63443;Setor de Expedição e Controle;SEC;63442
63445;Setor de Expediente;SE;63444
63448;Gabinete;GAB;63447
63449;Assessoria da Presidência;ASP;63447
63451;Gabinete;GAB;63450
63452;Assessoria da Corregedoria;ASC;63450
63454;Gabinete;GAB;63453
63455;Assessoria da Diretoria-Geral;ADG;63453
63457;Seção de Orientação e Acompanhamento de Gestão;SOAG;63456
63458;Seção de Auditoria;SA;63456
63460;Gabinete;GAB;63459
63462;Seção de Controle e Autuação de Processos;SCAP;63461
63463;Seção de Controle e Registros de Partidos;SCRP;63461
63464;Seção de Informações Processuais;SIP;63461
63466;Seção de Jurisprudência;SJ;63465
63467;Seção de Taquigrafia e Acórdãos;STA;63465
63468;Seção de Biblioteca, Editoração e Arquivo de Processos Judiciais;SBEAPJ;63465
63470;Gabinete;GAB;63469
63472;Seção de Programação Orçamentária e Financeira;SPOF;63471
63473;Seção de Execução Orçamentária e  Financeira;SEOF;63471
63474;Seção de Análise e Contabilidade;SAC;63471
63476;Seção de Compras;SC;63475
63477;Seção de Licitações e Acompanhamento de Contratos;SLAC;63475
63478;Seção de Patrimônio e Almoxarifado;SPA;63475
63480;Seção de Segurança e Transportes;SST;63479
63481;Seção de Protocolo e Expedição;SPE;63479
63482;Seção de Manutenção e Instalações;SMI;63479
63484;Gabinete;GAB;63483
63486;Seção de Legislação e Normas;SLN;63485
63487;Seção de Registros Funcionais;SRF;63485
63488;Seção de Folha de Pagamento;SFP;63485
63489;Seção de Controle de Juízos Eleitorais;SCJE;63485
63491;Seção de Acompanhamento e Avaliação;SAA;63490
63492;Seção de Planejamento;SPLAN;63490
63494;Seção de Atendimento Médico e Odontológico;SAMO;63493
63495;Seção de Benefícios;SBEN;63493
63497;Gabinete;GAB;63496
